driver,total_races,wins,win_pct,avg_start,best_start,worst_start,avg_finish,best_finish,worst_finish,avg_laps_led,total_laps_led,most_laps_led,avg_points,avg_playoff_pts,total_money,avg_money,max_race_money,min_race_money
Banjo Matthews,51,0,0.0,12.06,1,53,20.18,2,43,9.71,495,163,,,29405,626,9490,25
Banks Simpson,7,0,0.0,26.0,12,42,16.29,11,25,0.0,0,0,,,870,145,475,50
Barney Hatchell,2,0,0.0,21.0,21,21,16.5,12,21,0.0,0,0,,,160,80,110,50
Barney Oldfield,1,0,0.0,22.0,22,22,18.0,18,18,0.0,0,0,,,150,150,150,150
Barney Shore,19,0,0.0,18.71,5,49,20.53,5,42,0.0,0,0,,,1795,128,250,25
Barney Smith,6,0,0.0,16.0,9,32,11.67,6,16,0.0,0,0,,,635,106,275,25
Barry Brooks,4,0,0.0,19.25,13,35,21.25,15,35,0.0,0,0,,,1450,363,1150,100
Barry Knowlton,1,0,0.0,28.0,28,28,22.0,22,22,0.0,0,0,,,50,50,50,50
Baxter Price,90,0,0.0,29.29,18,41,22.32,11,37,0.0,0,0,96.43,,123510,1372,4635,320
Bay Darnell,3,0,0.0,27.0,17,38,22.67,13,32,0.0,0,0,,,1225,613,625,600
Bayley Currey,12,0,0.0,31.5,23,36,32.42,25,38,0.0,0,0,0.0,0.0,0,,,
Ben Arnold,132,0,0.0,21.12,7,53,17.45,6,52,0.0,0,0,,,108891,838,3015,100
Ben Benz,9,0,0.0,26.83,13,43,20.78,7,42,0.0,0,0,,,1025,128,250,25
Ben Cannizzaro,1,0,0.0,39.0,39,39,27.0,27,27,0.0,0,0,,,25,25,25,25
Ben Dixon,3,0,0.0,35.0,25,49,37.33,29,48,0.0,0,0,,,140,47,105,10
Ben Eyerly,1,0,0.0,21.0,21,21,21.0,21,21,0.0,0,0,,,50,50,50,50
Ben Gregory,7,0,0.0,8.14,2,25,10.43,4,18,0.0,0,0,,,1125,161,400,25
Ben Hess,12,0,0.0,27.83,14,36,21.75,15,31,0.0,0,0,97.75,,86920,7243,35785,1850
Ben Lalomia,1,0,0.0,5.0,5,5,39.0,39,39,0.0,0,0,,,25,25,25,25
Ben Rhodes,1,0,0.0,31.0,31,31,30.0,30,30,0.0,0,0,0.0,0.0,0,,,
Bennie Rakestraw,13,0,0.0,22.62,11,38,21.54,4,49,0.0,0,0,,,1665,167,500,50
Bennis Listman,1,0,0.0,28.0,28,28,26.0,26,26,0.0,0,0,,,100,100,100,100
Benny DeRosier,4,0,0.0,36.0,14,73,27.75,13,39,0.0,0,0,,,200,50,100,25
Benny Georgeson,1,0,0.0,,,,27.0,27,27,0.0,0,0,,,0,,,
Benny Parsons,526,21,0.03992,9.26,1,42,14.45,1,48,13.05,6866,320,125.93,,3711187,7055,122420,200
Bernard Alvarez,9,0,0.0,19.0,6,31,24.56,15,42,0.0,0,0,,,1250,156,500,100
Bernie Hentges,3,0,0.0,33.0,23,48,33.33,12,51,0.0,0,0,,,210,105,110,100
Bert Robbins,7,0,0.0,22.57,11,36,19.0,5,41,0.0,0,0,,,1840,368,525,200
Bill Adams,2,0,0.0,11.0,11,11,12.0,8,16,0.0,0,0,,,250,125,200,50
Bill Amberg,1,0,0.0,,,,30.0,30,30,0.0,0,0,,,25,25,25,25
Bill Amick,48,1,0.02083,9.63,1,41,14.27,1,53,2.1,101,28,,,19420,452,2470,20
Bill Bade,7,0,0.0,21.0,7,28,22.29,10,36,0.0,0,0,,,345,69,150,25
Bill Baker,3,0,0.0,31.0,27,33,26.0,16,34,0.0,0,0,70.0,,3090,1030,1645,550
Bill Barker,6,0,0.0,22.33,16,27,27.83,16,58,0.0,0,0,,,110,28,50,10
Bill Bennett,1,0,0.0,41.0,41,41,11.0,11,11,0.0,0,0,,,100,100,100,100
Bill Benson,16,0,0.0,20.86,2,36,17.63,7,33,0.0,0,0,,,1310,94,175,50
Bill Blackwell,1,0,0.0,,,,22.0,22,22,0.0,0,0,,,0,,,
Bill Blair,123,3,0.02439,17.27,1,78,14.93,1,55,5.86,721,180,,,23185,213,1500,25
Bill Block,1,0,0.0,16.0,16,16,22.0,22,22,0.0,0,0,,,75,75,75,75
Bill Boldt,3,0,0.0,20.0,3,40,23.33,10,35,0.0,0,0,,,710,237,500,100
Bill Bonner,1,0,0.0,,,,15.0,15,15,0.0,0,0,,,50,50,50,50
Bill Bowman,8,0,0.0,24.25,7,59,14.63,7,35,0.0,0,0,,,1220,153,260,100
Bill Braun,1,0,0.0,,,,10.0,10,10,0.0,0,0,,,50,50,50,50
Bill Brown,1,0,0.0,56.0,56,56,43.0,43,43,0.0,0,0,,,250,250,250,250
Bill Burton,1,0,0.0,,,,19.0,19,19,0.0,0,0,,,0,,,
Bill Butts,2,0,0.0,31.5,23,40,17.5,15,20,0.0,0,0,,,3060,1530,2220,840
Bill Champion,289,0,0.0,20.34,3,49,20.25,5,43,0.0,0,0,93.06,,204184,711,2620,25
Bill Cheesbourg,2,0,0.0,,,,21.5,13,30,0.0,0,0,,,50,25,25,25
Bill Chevalier,3,0,0.0,36.0,36,36,21.33,10,35,0.0,0,0,,,645,323,620,25
Bill Cintia,1,0,0.0,21.0,21,21,9.0,9,9,0.0,0,0,,,75,75,75,75
Bill Claren,1,0,0.0,6.0,6,6,4.0,4,4,0.0,0,0,,,275,275,275,275
Bill Cleveland,4,0,0.0,,,,28.25,10,39,0.0,0,0,,,110,37,50,10
Bill Clinton,6,0,0.0,29.0,19,44,23.0,11,34,0.0,0,0,,,1395,279,525,25
Bill Cook,1,0,0.0,26.0,26,26,18.0,18,18,0.0,0,0,,,200,200,200,200
Bill Cooper,1,0,0.0,25.0,25,25,35.0,35,35,0.0,0,0,,,2360,2360,2360,2360
Bill Corley,1,0,0.0,24.0,24,24,42.0,42,42,0.0,0,0,,,0,,,
Bill Cornwall,1,0,0.0,18.0,18,18,53.0,53,53,0.0,0,0,,,0,,,
Bill Davis,1,0,0.0,16.0,16,16,8.0,8,8,0.0,0,0,,,75,75,75,75
Bill Deakin,1,0,0.0,41.0,41,41,18.0,18,18,0.0,0,0,,,50,50,50,50
Bill Delaney,1,0,0.0,19.0,19,19,18.0,18,18,0.0,0,0,,,60,60,60,60
Bill Dennis,83,0,0.0,17.96,1,50,20.0,3,48,0.59,49,46,90.4,,88652,1068,10115,150
Bill Elliott,828,44,0.05314,14.87,1,43,16.4,1,43,13.78,11413,392,118.18,,38991283,47091,1053725,575
Bill Elswick,18,0,0.0,24.39,10,38,22.11,11,36,0.0,0,0,95.24,,39100,2172,14365,550
Bill Ervin,24,0,0.0,22.17,15,31,18.79,11,29,0.0,0,0,,,2805,128,350,100
Bill Faulkner,1,0,0.0,20.0,20,20,19.0,19,19,0.0,0,0,,,125,125,125,125
Bill Ferrier,2,0,0.0,21.0,21,21,15.0,14,16,0.0,0,0,,,130,65,80,50
Bill Flatcher,1,0,0.0,,,,15.0,15,15,0.0,0,0,,,25,25,25,25
Bill Flowers,1,0,0.0,34.0,34,34,35.0,35,35,0.0,0,0,58.0,,1800,1800,1800,1800
Bill Foster,16,0,0.0,21.0,9,38,17.63,7,37,0.0,0,0,,,2235,140,275,25
Bill Galdarisi,1,0,0.0,30.0,30,30,15.0,15,15,0.0,0,0,,,100,100,100,100
Bill Gazaway,1,0,0.0,44.0,44,44,45.0,45,45,0.0,0,0,,,200,200,200,200
Bill Green,2,0,0.0,21.0,14,28,32.0,30,34,1.0,2,2,73.0,,1380,690,980,400
Bill Greever,2,0,0.0,,,,17.5,17,18,0.0,0,0,,,0,,,
Bill Gross,3,0,0.0,18.5,17,20,16.33,11,21,0.0,0,0,,,125,63,75,50
Bill Hall,1,0,0.0,20.0,20,20,25.0,25,25,0.0,0,0,,,50,50,50,50
Bill Hammersley,2,0,0.0,25.0,25,25,23.0,14,32,0.0,0,0,,,50,25,25,25
Bill Harrison,10,0,0.0,16.0,7,22,16.3,6,46,0.0,0,0,,,625,89,150,25
Bill Hasley,2,0,0.0,24.5,24,25,27.0,21,33,0.0,0,0,,,125,63,100,25
Bill Hazel,1,0,0.0,14.0,14,14,20.0,20,20,0.0,0,0,,,175,175,175,175
Bill Henson,1,0,0.0,17.0,17,17,67.0,67,67,0.0,0,0,,,100,100,100,100
Bill Hidden,2,0,0.0,18.0,13,23,16.0,12,20,0.0,0,0,,,150,75,100,50
Bill Holland,8,0,0.0,20.5,9,40,26.5,4,48,0.0,0,0,,,560,93,350,10
Bill Hollar,29,0,0.0,27.62,15,43,23.24,9,40,0.0,0,0,77.38,,13920,497,1060,200
Bill Holluck,1,0,0.0,26.0,26,26,29.0,29,29,0.0,0,0,,,25,25,25,25
Bill Hyde,7,0,0.0,9.43,2,19,13.14,2,29,0.0,0,0,,,1730,247,820,50
Bill Ingram,1,0,0.0,30.0,30,30,26.0,26,26,0.0,0,0,85.0,,3875,3875,3875,3875
Bill James,1,0,0.0,31.0,31,31,15.0,15,15,0.0,0,0,,,25,25,25,25
Bill Jarick,6,0,0.0,19.5,1,29,22.5,8,44,0.0,0,0,,,450,90,150,25
Bill Jennings,1,0,0.0,11.0,11,11,9.0,9,9,0.0,0,0,,,75,75,75,75
Bill Jones,1,0,0.0,31.0,31,31,18.0,18,18,0.0,0,0,,,195,195,195,195
Bill Joslin,6,0,0.0,23.5,22,25,17.67,11,28,0.0,0,0,,,100,25,25,25
"Bill Kimmel, Sr.",3,0,0.0,30.33,20,46,30.0,20,46,0.0,0,0,,,1320,440,900,200
Bill LaGrance,1,0,0.0,,,,23.0,23,23,0.0,0,0,,,25,25,25,25
Bill Latham,3,0,0.0,24.33,21,31,18.67,15,22,0.0,0,0,,,450,150,250,100
Bill Lawrence,1,0,0.0,18.0,18,18,25.0,25,25,0.0,0,0,,,25,25,25,25
Bill Ledbetter,3,0,0.0,7.0,7,7,15.33,6,26,0.0,0,0,,,200,67,150,25
Bill Lester,2,0,0.0,26.5,19,34,35.0,32,38,0.0,0,0,33.5,,135360,67680,69375,65985
Bill Lillenthal,1,0,0.0,,,,11.0,11,11,0.0,0,0,,,25,25,25,25
Bill Lone,2,0,0.0,24.0,24,24,18.0,15,21,0.0,0,0,,,250,125,150,100
Bill Long,1,0,0.0,,,,6.0,6,6,0.0,0,0,,,175,175,175,175
Bill Lutz,4,0,0.0,30.75,10,58,32.25,6,53,0.0,0,0,,,900,300,600,50
Bill Majot,3,0,0.0,56.0,56,56,24.67,11,34,0.0,0,0,,,85,28,50,10
Bill Mann,1,0,0.0,,,,11.0,11,11,0.0,0,0,,,25,25,25,25
Bill Massey,4,0,0.0,22.5,18,26,21.5,13,40,0.0,0,0,,,430,108,130,100
Bill Massuch,1,0,0.0,38.0,38,38,25.0,25,25,0.0,0,0,,,1075,1075,1075,1075
Bill McDonald,3,0,0.0,22.5,16,29,21.0,14,30,0.0,0,0,,,200,67,100,50
Bill McGee,1,0,0.0,,,,24.0,24,24,0.0,0,0,,,0,,,
Bill McMahan,21,0,0.0,20.24,8,44,19.33,5,41,0.0,0,0,,,7305,348,925,100
Bill Meacham,3,0,0.0,36.67,33,39,36.0,34,38,0.0,0,0,55.0,,8960,2987,3525,2425
Bill Meazell,1,0,0.0,32.0,32,32,32.0,32,32,0.0,0,0,67.0,,1000,1000,1000,1000
Bill Meyer,1,0,0.0,31.0,31,31,36.0,36,36,0.0,0,0,,,500,500,500,500
Bill Miller,10,0,0.0,27.33,20,39,18.2,7,44,0.0,0,0,,,425,47,125,25
Bill Mitchell,1,0,0.0,16.0,16,16,32.0,32,32,0.0,0,0,,,100,100,100,100
Bill Moore,8,0,0.0,14.13,4,29,20.5,6,33,0.0,0,0,,,620,78,250,30
Bill Morgan,9,0,0.0,17.14,3,33,22.22,7,51,0.0,0,0,,,2105,263,700,100
Bill Morton,35,0,0.0,22.52,4,46,19.06,7,41,0.0,0,0,,,7535,243,1150,50
Bill Norton,4,1,0.25,32.0,10,54,11.75,1,35,4.75,19,19,,,1710,428,1000,110
Bill Olson,1,0,0.0,27.0,27,27,16.0,16,16,0.0,0,0,,,130,130,130,130
Bill Osborne,16,0,0.0,32.25,11,50,28.75,4,50,0.0,0,0,83.5,,14820,926,2340,75
Bill Parks,2,0,0.0,24.5,16,33,25.5,19,32,0.0,0,0,,,110,55,60,50
Bill Polich,2,0,0.0,35.0,35,35,21.5,17,26,0.0,0,0,98.5,,2155,1078,1165,990
Bill Poor,31,0,0.0,21.07,6,36,15.45,5,29,0.0,0,0,,,3665,122,280,50
Bill Pratt,1,0,0.0,37.0,37,37,37.0,37,37,0.0,0,0,,,630,630,630,630
Bill Pruitt,1,0,0.0,14.0,14,14,24.0,24,24,0.0,0,0,,,25,25,25,25
Bill Remaly,1,0,0.0,,,,29.0,29,29,0.0,0,0,,,25,25,25,25
Bill Rexford,36,1,0.02778,19.42,1,46,14.22,1,71,2.72,98,80,,,6700,203,1500,25
Bill Schade,2,0,0.0,28.5,27,30,19.0,16,22,0.0,0,0,,,50,25,25,25
Bill Schmitt,44,0,0.0,24.55,4,43,21.98,4,41,0.02,1,1,97.42,,143145,3253,8235,675
Bill Scott,9,0,0.0,28.44,10,44,26.33,9,43,0.0,0,0,79.0,,4855,607,2175,25
Bill Sedgwick,10,0,0.0,30.4,20,38,24.3,15,36,0.0,0,0,90.1,,54535,5454,9080,2750
Bill Seifert,234,0,0.0,21.29,7,44,18.73,5,47,0.0,0,0,82.0,,117636,507,2515,100
Bill Shirey,72,0,0.0,23.75,6,49,24.0,9,47,0.0,0,0,,,30935,442,1085,100
Bill Small,1,0,0.0,26.0,26,26,36.0,36,36,0.0,0,0,,,500,500,500,500
Bill Smith,4,0,0.0,19.33,16,22,20.0,7,39,0.0,0,0,,,540,135,200,40
Bill Snowden,25,0,0.0,13.75,2,55,12.56,4,37,0.0,0,0,,,3190,145,500,25
Bill Stacy,1,0,0.0,13.0,13,13,26.0,26,26,0.0,0,0,,,50,50,50,50
Bill Stammer,10,0,0.0,13.25,2,18,15.3,8,27,0.2,2,2,,,840,84,250,25
Bill Stickler,3,0,0.0,17.0,17,17,21.0,12,35,0.0,0,0,,,75,25,25,25
Bill Sullivan,2,0,0.0,24.0,24,24,15.0,13,17,0.0,0,0,,,100,50,50,50
Bill Tanner,8,0,0.0,16.83,10,37,27.75,8,61,0.0,0,0,,,550,92,325,25
Bill Taylor,4,0,0.0,23.5,20,28,20.75,12,30,0.0,0,0,,,410,103,125,75
Bill Thorp,1,0,0.0,21.0,21,21,22.0,22,22,0.0,0,0,,,110,110,110,110
Bill Thurber,1,0,0.0,23.0,23,23,11.0,11,11,0.0,0,0,,,75,75,75,75
Bill Tuten,1,0,0.0,,,,11.0,11,11,0.0,0,0,,,25,25,25,25
Bill Vanderhoff,12,0,0.0,26.0,19,45,23.75,12,42,0.0,0,0,,,2150,195,725,100
Bill Venturini,7,0,0.0,34.86,28,39,31.0,18,40,0.0,0,0,70.0,,31570,4510,6255,2975
Bill Vesler,1,0,0.0,19.0,19,19,23.0,23,23,0.0,0,0,,,50,50,50,50
Bill Walker,6,0,0.0,16.8,7,29,10.83,3,18,0.0,0,0,,,1635,273,500,85
Bill Ward,7,0,0.0,28.29,10,50,29.0,11,51,0.0,0,0,79.0,,8780,1254,1565,710
Bill Weiman,1,0,0.0,15.0,15,15,26.0,26,26,0.0,0,0,,,0,,,
Bill West,8,0,0.0,12.43,6,33,15.63,3,27,0.0,0,0,,,1310,218,560,40
Bill Whitley,11,0,0.0,21.09,10,42,21.55,12,40,0.0,0,0,,,1365,124,370,50
Bill Whittington,2,0,0.0,35.0,28,42,20.0,8,32,0.0,0,0,67.0,,7385,3693,4400,2985
Bill Widenhouse,31,0,0.0,21.88,4,80,21.55,5,53,0.06,2,2,,,3275,126,450,25
Bill Williams,2,0,0.0,24.5,22,27,24.5,23,26,0.0,0,0,,,40,40,40,40
Bill Wimble,4,0,0.0,19.75,8,36,16.0,11,18,0.0,0,0,,,775,194,600,50
Bill Woolkin,1,0,0.0,14.0,14,14,15.0,15,15,0.0,0,0,,,70,70,70,70
Billie Harvey,8,0,0.0,29.0,22,37,28.63,11,41,0.0,0,0,58.6,,17515,2189,3875,1000
Billy Cantrell,2,0,0.0,24.5,24,25,26.5,14,39,0.0,0,0,,,610,305,500,110
Billy Carden,73,0,0.0,13.71,1,50,18.11,3,48,0.79,58,58,,,8440,134,1225,10
Billy DeCoster,2,0,0.0,24.0,8,40,14.0,11,17,0.0,0,0,,,800,400,700,100
Billy Foster,2,0,0.0,29.0,12,46,26.5,7,46,0.0,0,0,,,1275,1275,1275,1275
Billy Fritts,1,0,0.0,,,,14.0,14,14,0.0,0,0,,,25,25,25,25
Billy Hagan,3,0,0.0,24.67,22,29,14.67,8,19,0.0,0,0,109.0,,6800,2267,3280,1750
Billy Irvin,7,0,0.0,26.17,12,54,19.0,11,44,0.0,0,0,,,125,25,25,25
Billy Johnson,1,0,0.0,26.0,26,26,22.0,22,22,0.0,0,0,15.0,0.0,0,,,
Billy McGinnis,3,0,0.0,32.67,25,40,25.33,14,34,0.0,0,0,79.0,,3250,1083,1570,805
Billy Minter,4,0,0.0,,,,22.5,15,38,0.0,0,0,,,75,25,25,25
Billy Myers,84,2,0.02381,11.45,1,42,13.99,1,52,5.68,477,201,,,22155,299,2900,25
Billy Oswald,2,0,0.0,30.0,22,38,13.5,9,18,0.0,0,0,,,210,105,150,60
Billy Rafter,35,0,0.0,17.91,3,55,15.06,3,42,0.0,0,0,,,4330,131,400,25
Billy Scott,2,0,0.0,22.5,22,23,23.0,22,24,0.0,0,0,,,3475,1738,1850,1625
Billy Smith,1,0,0.0,39.0,39,39,33.0,33,33,0.0,0,0,64.0,,1575,1575,1575,1575
Billy Standridge,23,0,0.0,28.35,7,43,33.65,14,43,0.0,0,0,62.04,,391455,17020,74005,4540
Billy Stiles,1,0,0.0,23.0,23,23,25.0,25,25,0.0,0,0,,,0,,,
Billy Taylor,2,0,0.0,25.0,22,28,31.0,14,48,0.0,0,0,,,1140,570,870,270
Billy Tibbert,2,0,0.0,57.0,36,78,32.0,15,49,0.0,0,0,,,75,38,50,25
Billy Vee,1,0,0.0,,,,16.0,16,16,0.0,0,0,,,25,25,25,25
Billy Wade,71,4,0.05634,10.83,1,46,12.42,1,41,13.75,976,205,,,44915,642,4050,25
Blackie Pitt,81,0,0.0,19.63,3,63,18.3,6,57,0.0,0,0,,,5410,85,250,25
Blackie Wangerin,28,0,0.0,28.43,11,40,29.93,13,42,0.0,0,0,73.6,,42790,1646,4950,670
Blackie Watt,24,0,0.0,23.46,10,50,17.58,6,45,0.0,0,0,,,9285,404,1585,100
Blaine Kauffman,3,0,0.0,23.33,14,30,18.67,12,27,0.0,0,0,,,750,375,400,350
Blair Aiken,2,0,0.0,35.0,34,36,33.5,29,38,0.0,0,0,62.5,,2020,1010,1275,745
Blake Jones,4,0,0.0,37.75,35,40,30.25,27,33,0.0,0,0,5.25,0.0,0,,,
Blake Koch,6,0,0.0,41.5,37,43,36.17,30,39,0.17,1,1,0.0,,456076,76013,95485,63530
Bo Fields,4,0,0.0,28.67,18,44,20.0,11,31,0.0,0,0,,,300,75,200,25
Bo Reeder,2,0,0.0,41.5,39,44,26.0,12,40,0.0,0,0,,,1200,600,700,500
Bob Apperson,10,0,0.0,42.25,21,61,23.8,11,61,0.0,0,0,,,325,46,75,25
Bob Appleton,1,0,0.0,,,,15.0,15,15,0.0,0,0,,,50,50,50,50
Bob Ashbrook,3,0,0.0,31.67,29,34,24.33,17,36,0.0,0,0,,,1807,602,1052,220
Bob Barron,32,0,0.0,22.25,12,55,17.41,8,37,0.0,0,0,,,4725,152,900,50
Bob Beck,2,0,0.0,24.5,20,29,17.5,11,24,0.0,0,0,,,75,75,75,75
Bob Bolheimer,2,0,0.0,46.0,42,50,39.0,34,44,0.0,0,0,,,100,100,100,100
Bob Bondurant,4,0,0.0,21.75,10,35,24.0,18,29,0.0,0,0,104.5,,3150,788,1300,200
Bob Burcham,36,0,0.0,25.0,8,48,20.56,4,38,0.06,2,2,93.0,,65878,1830,12475,200
Bob Burdick,15,1,0.06667,7.53,1,15,17.53,1,60,4.67,70,44,,,29900,2136,15775,100
Bob Burkhart,1,0,0.0,,,,41.0,41,41,0.0,0,0,,,0,,,
Bob Cameron,2,0,0.0,,,,10.0,6,14,0.0,0,0,,,200,100,150,50
Bob Carpenter,1,0,0.0,10.0,10,10,15.0,15,15,0.0,0,0,,,25,25,25,25
Bob Carroll,1,0,0.0,3.0,3,3,18.0,18,18,0.0,0,0,,,50,50,50,50
Bob Chauncey,1,0,0.0,16.0,16,16,21.0,21,21,0.0,0,0,,,50,50,50,50
Bob Coleman,1,0,0.0,30.0,30,30,20.0,20,20,0.0,0,0,,,95,95,95,95
Bob Collins,1,0,0.0,,,,12.0,12,12,0.0,0,0,,,50,50,50,50
Bob Connor,2,0,0.0,28.0,20,36,20.0,16,24,0.0,0,0,,,605,303,580,25
Bob Cooper,65,0,0.0,22.69,8,41,21.05,7,44,0.0,0,0,,,17635,284,1055,25
Bob Davis,1,0,0.0,41.0,41,41,34.0,34,34,0.0,0,0,,,1140,1140,1140,1140
Bob Dawson,2,0,0.0,16.5,15,18,15.0,12,18,0.0,0,0,,,75,38,50,25
Bob Deehan,1,0,0.0,,,,24.0,24,24,0.0,0,0,,,40,40,40,40
Bob Derrington,80,0,0.0,19.75,3,42,15.38,3,48,0.01,1,1,,,22000,278,1350,100
Bob Devine,3,0,0.0,13.33,10,17,13.0,11,15,0.0,0,0,,,390,130,150,110
Bob Dickson,6,0,0.0,,,,18.83,8,36,0.0,0,0,,,275,92,150,50
Bob Dietrich,2,0,0.0,,,,7.5,7,8,0.0,0,0,,,225,113,125,100
Bob Duell,28,0,0.0,18.79,1,51,25.36,2,62,0.0,0,0,,,4930,205,775,50
Bob Eichlor,1,0,0.0,25.0,25,25,39.0,39,39,0.0,0,0,,,200,200,200,200
Bob England,7,0,0.0,36.14,15,51,27.86,12,44,0.0,0,0,,,6595,942,1275,620
Bob Esposito,1,0,0.0,20.0,20,20,11.0,11,11,0.0,0,0,,,100,100,100,100
Bob Finale,1,0,0.0,16.0,16,16,9.0,9,9,0.0,0,0,,,165,165,165,165
Bob Flock,36,4,0.11111,10.45,1,55,13.44,1,32,18.86,679,200,,,11245,363,2000,25
Bob Fox,1,0,0.0,36.0,36,36,25.0,25,25,0.0,0,0,88.0,,1495,1495,1495,1495
Bob Francy,1,0,0.0,21.0,21,21,21.0,21,21,0.0,0,0,,,0,,,
Bob Gossett,1,0,0.0,25.0,25,25,24.0,24,24,0.0,0,0,,,0,,,
Bob Gould,2,0,0.0,15.0,15,15,22.0,15,29,0.0,0,0,,,75,38,50,25
Bob Gray,1,0,0.0,32.0,32,32,33.0,33,33,0.0,0,0,,,400,400,400,400
Bob Greeley,1,0,0.0,28.0,28,28,13.0,13,13,0.0,0,0,,,500,500,500,500
Bob Green,1,0,0.0,,,,16.0,16,16,0.0,0,0,,,25,25,25,25
Bob Greer,6,0,0.0,12.0,12,12,29.5,22,36,0.0,0,0,,,70,18,25,10
Bob Grossman,2,0,0.0,11.0,4,18,10.5,5,16,0.0,0,0,,,575,288,400,175
Bob Haden,1,0,0.0,,,,31.0,31,31,0.0,0,0,,,0,,,
Bob Harris,1,0,0.0,,,,33.0,33,33,0.0,0,0,,,35,35,35,35
Bob Havemann,11,0,0.0,15.0,2,22,13.45,6,31,0.0,0,0,,,1165,106,250,40
Bob Hogle,3,0,0.0,13.0,8,17,23.0,13,33,0.0,0,0,,,165,83,140,25
Bob Hundley,1,0,0.0,20.0,20,20,13.0,13,13,0.0,0,0,,,100,100,100,100
Bob Hunter,1,0,0.0,56.0,56,56,41.0,41,41,0.0,0,0,,,105,105,105,105
Bob Hurt,1,0,0.0,17.0,17,17,16.0,16,16,0.0,0,0,,,75,75,75,75
Bob James,11,0,0.0,17.2,6,27,24.0,14,34,0.0,0,0,,,3400,309,675,25
Bob Jarvis,2,0,0.0,31.0,24,38,31.5,28,35,0.0,0,0,68.5,,2895,1448,2300,595
Bob Jeffries,3,0,0.0,54.0,54,54,29.0,18,36,0.0,0,0,,,35,18,25,10
Bob Johnson,1,0,0.0,28.0,28,28,67.0,67,67,0.0,0,0,,,0,,,
Bob Kauf,5,0,0.0,34.0,24,40,33.8,27,39,0.0,0,0,,,5190,1038,1870,630
Bob Keefe,13,0,0.0,17.09,4,44,9.46,4,15,0.0,0,0,,,2905,223,725,50
Bob Kennedy,2,0,0.0,35.0,35,35,34.0,19,49,0.0,0,0,106.0,,1990,1990,1990,1990
Bob Keselowski,1,0,0.0,42.0,42,42,41.0,41,41,0.0,0,0,40.0,,7150,7150,7150,7150
Bob Korf,1,0,0.0,6.0,6,6,8.0,8,8,0.0,0,0,,,400,400,400,400
Bob Kosiski,2,0,0.0,22.5,9,36,31.0,18,44,0.0,0,0,,,250,125,200,50
Bob Laswell,1,0,0.0,,,,14.0,14,14,0.0,0,0,,,25,25,25,25
Bob Link,1,0,0.0,28.0,28,28,38.0,38,38,0.0,0,0,,,500,500,500,500
Bob Malzahn,1,0,0.0,35.0,35,35,48.0,48,48,0.0,0,0,,,0,,,
Bob Matson,1,0,0.0,,,,24.0,24,24,0.0,0,0,,,25,25,25,25
Bob McElwee,2,0,0.0,27.0,24,30,12.0,8,16,0.0,0,0,128.5,,5450,2725,3270,2180
Bob Moore,13,0,0.0,21.75,5,44,19.62,3,46,0.0,0,0,,,3355,336,1420,10
Bob Myers,1,0,0.0,32.0,32,32,15.0,15,15,0.0,0,0,,,50,50,50,50
Bob Osborne,3,0,0.0,18.67,13,22,27.0,16,43,0.0,0,0,,,235,78,110,25
Bob Penrod,1,0,0.0,34.0,34,34,39.0,39,39,0.0,0,0,46.0,,955,955,955,955
Bob Perry,19,0,0.0,24.53,9,43,20.63,5,48,0.0,0,0,,,4115,217,575,25
Bob Pickell,3,0,0.0,36.0,28,49,25.33,11,41,0.0,0,0,,,1600,533,950,100
Bob Potter,5,0,0.0,21.0,7,45,24.8,10,53,0.0,0,0,,,790,198,350,140
Bob Presnell,5,0,0.0,24.0,18,32,20.0,10,26,0.0,0,0,,,520,104,140,50
Bob Price,9,0,0.0,17.38,3,38,18.33,10,28,0.0,0,0,,,960,137,275,50
Bob Prince,1,0,0.0,41.0,41,41,24.0,24,24,0.0,0,0,,,25,25,25,25
Bob Pronger,9,0,0.0,26.75,1,57,37.78,15,54,0.0,0,0,,,310,62,125,25
Bob Rauscher,3,0,0.0,16.5,7,26,13.33,5,25,0.0,0,0,,,435,145,270,25
Bob Read,2,0,0.0,,,,31.5,23,40,0.0,0,0,,,35,18,25,10
Bob Reuther,3,0,0.0,12.5,11,14,17.33,9,29,0.0,0,0,,,415,138,250,25
Bob Riley,10,0,0.0,31.6,26,37,30.3,14,39,0.0,0,0,67.43,,10965,1097,2100,460
Bob Roberts,1,0,0.0,19.0,19,19,18.0,18,18,0.0,0,0,,,50,50,50,50
Bob Rose,6,0,0.0,29.83,16,55,22.83,12,36,0.0,0,0,,,350,70,100,25
Bob Ross,17,0,0.0,15.0,1,40,12.82,2,39,0.0,0,0,,,5405,338,950,50
Bob Ruppert,3,0,0.0,15.33,9,25,14.33,6,24,0.0,0,0,,,350,117,200,35
Bob Said,1,0,0.0,20.0,20,20,50.0,50,50,0.0,0,0,,,100,100,100,100
Bob Sampson,2,0,0.0,40.0,40,40,27.0,13,41,0.0,0,0,,,25,25,25,25
Bob Schacht,24,0,0.0,32.88,18,40,31.5,16,42,0.08,2,2,66.65,,107155,4465,18250,550
Bob Schnars,1,0,0.0,19.0,19,19,11.0,11,11,0.0,0,0,,,130,130,130,130
Bob Schwingle,2,0,0.0,4.0,4,4,17.0,17,17,0.0,0,0,,,50,25,25,25
Bob Scott,1,0,0.0,,,,20.0,20,20,0.0,0,0,,,0,,,
